region	country	station	stationName	latitude	longitude	determinand	detGroup	meanLY	HQS	Contamination ratio	Matrix
Gdansk Basin	Poland	BGDA	Gulf of Gdansk (BGDA)	54.59667	18.85557	PFOS	Perfluoranated compounds	0.906600794	9.1	0.099626461	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	SCB6	Chlorobiphenyls	2.746306394	75	0.036617419	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	HG	Metals	24.95590013	20	1.247795006	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	PB	Metals	29.51050711	26	1.135019504	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	HBCD	Organo-bromines	1.142457382	167	0.006841062	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	SBD6	Organo-bromines	0.412996585	0.0085	48.58783357	Biota
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	PYR1OH	Biological effects	0.355655882	483	0.000736348	Bio. Effects
Bornholm Basin	Poland	LKOL	Slupsk Bank (Shoal) (LKOL)	54.91667	16.66667	PFOS	Perfluoranated compounds	1.048116678	9.1	0.115177657	Biota
Gdansk Basin	Poland	LSOP	Gulf of Gdansk (LSOP)	54.44	18.60833	CD	Metals	144.1468351	137.28	1.050020652	Biota
Gdansk Basin	Poland	LSOP	Gulf of Gdansk (LSOP)	54.44	18.60833	HG	Metals	10.70582538	20	0.535291269	Biota
Gdansk Basin	Poland	LSOP	Gulf of Gdansk (LSOP)	54.44	18.60833	PB	Metals	106.9707555	185.9	0.575420955	Biota
Gdansk Basin	Poland	LSOP	Gulf of Gdansk (LSOP)	54.44	18.60833	BAP	PAH (parent)	0.711734435	5	0.142346887	Biota
Gdansk Basin	Poland	LSOP	Gulf of Gdansk (LSOP)	54.44	18.60833	FLU	PAH (parent)	0.237197838	30	0.007906595	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	SCB6	Chlorobiphenyls	5.235553676	75	0.069807382	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	HG	Metals	25.76335732	20	1.288167866	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	PB	Metals	29.05330526	26	1.117434818	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	HBCD	Organo-bromines	0.629523462	167	0.003769602	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	SBD6	Organo-bromines	0.41735431	0.0085	49.10050701	Biota
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	PYR1OH	Biological effects	0.355655882	483	0.000736348	Bio. Effects
Eastern Gotland Basin	Poland	LWLA	Gdansk Basin (LWLA)	54.91667	18.66667	PFOS	Perfluoranated compounds	0.730654455	9.1	0.080291698	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	SCB6	Chlorobiphenyls	6.49015461	75	0.086535395	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	HG	Metals	56.36711101	20	2.818355551	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	PB	Metals	17.49588218	26	0.672918545	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	HBCD	Organo-bromines	0.237050131	167	0.001419462	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	SBD6	Organo-bromines	0.175464315	0.0085	20.64286056	Biota
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	PYR1OH	Biological effects	2	483	0.004140787	Bio. Effects
Bornholm Basin	Poland	LZSZ	Szczecin Lagoon (LZSZ)	53.83334	14.5	PFOS	Perfluoranated compounds	2.797057718	9.1	0.30736898	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	HBCD	Organo-bromines	0.186219207	167	0.001115085	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	SBD6	Organo-bromines	0.098249992	0.0085	11.55882262	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	PYR1OH	Biological effects	2	483	0.004140787	Bio. Effects
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	SCB6	Chlorobiphenyls	2.284261074	75	0.030456814	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	HG	Metals	74.01327162	20	3.700663581	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	PB	Metals	20.84312933	26	0.80165882	Biota
Gdansk Basin	Poland	LZWI	Vistula Lagoon (LZWI)	54.36389	19.43334	PFOS	Perfluoranated compounds	2.153260544	9.1	0.236622038	Biota
Bornholm Basin	Poland	ROWY	Central Polish Coast (ROWY)	54.68139	17.04085	CD	Metals	115.8436824	137.28	0.843849668	Biota
Bornholm Basin	Poland	ROWY	Central Polish Coast (ROWY)	54.68139	17.04085	HG	Metals	9.286945305	20	0.464347265	Biota
Bornholm Basin	Poland	ROWY	Central Polish Coast (ROWY)	54.68139	17.04085	PB	Metals	36.07593411	185.9	0.194060969	Biota
Bornholm Basin	Poland	ROWY	Central Polish Coast (ROWY)	54.68139	17.04085	BAP	PAH (parent)	0.320867802	5	0.06417356	Biota
Bornholm Basin	Poland	ROWY	Central Polish Coast (ROWY)	54.68139	17.04085	FLU	PAH (parent)	0.092013476	30	0.003067116	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	HBCD	Organo-bromines	0.144676335	167	0.000866325	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	SBD6	Organo-bromines	0.397488751	0.0085	46.76338241	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	PYR1OH	Biological effects	2.162770118	483	0.004477785	Bio. Effects
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	SCB6	Chlorobiphenyls	13.98895026	75	0.186519337	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	HG	Metals	41.19844835	20	2.059922418	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	PB	Metals	38.02588592	26	1.462534074	Biota
Gdansk Basin	Poland	ZGDA	Gulf of Gdansk (ZGDA)	54.45	18.59667	PFOS	Perfluoranated compounds	0.909746385	9.1	0.09997213	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	HBCD	Organo-bromines	0.046346524	167	0.000277524	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	SBD6	Organo-bromines	0.128259094	0.0085	15.08930514	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	PYR1OH	Biological effects	0.653867217	483	0.001353762	Bio. Effects
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	SCB6	Chlorobiphenyls	1.129213013	75	0.015056174	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	HG	Metals	31.88968755	20	1.594484377	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	PB	Metals	35.41215714	26	1.362006044	Biota
Arkona Basin	Poland	ZPOM	Pomeranian Bay (open) (ZPOM)	54.66667	14.3	PFOS	Perfluoranated compounds	0.546019447	9.1	0.060002137	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	HG	Metals	11.86004499	20	0.593002249	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	PB	Metals	18.56895211	26	0.714190466	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	PFOS	Perfluoranated compounds	17.49381508	162.89	0.107396495	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	HBCD	Organo-bromines	0.939234304	167	0.005624158	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	SCB6	Chlorobiphenyls	8.303696619	75	0.110715955	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	SBD6	Organo-bromines	0.513925667	0.0085	60.46184316	Biota
Arkona Basin	Sweden	Abbekås	Abbekås	55.31667	13.61167	SDX	Dioxins	0.001482758	0.0065	0.228116548	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	SCB6	Chlorobiphenyls	6.352493516	75	0.084699914	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	HG	Metals	32.97735404	20	1.648867702	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	PB	Metals	8.046918985	26	0.309496884	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	HBCD	Organo-bromines	0.235712224	167	0.00141145	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	PFOS	Perfluoranated compounds	7.773417646	162.89	0.047721884	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	SBD6	Organo-bromines	0.225555347	0.0085	26.5359232	Biota
Bothnian Sea	Sweden	Ängskärsklubb	Ängskärsklubb	60.53333	18.16667	SDX	Dioxins	0.001595827	0.0065	0.245511807	Biota
Western Gotland Basin	Sweden	Blankaholm Kaj	Blankaholm Kaj	57.59	16.5295	VDS	Imposex	0.156097667	0.1	1.560976675	Bio. Effects
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	HBCD	Organo-bromines	0.466232927	167	0.002791814	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	SCB6	Chlorobiphenyls	7.650190478	75	0.10200254	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	HG	Metals	13.56063535	20	0.678031767	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	PB	Metals	8.183395008	26	0.314745962	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	PFOS	Perfluoranated compounds	8.586679742	162.89	0.052714591	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	SBD6	Organo-bromines	0.344248052	0.0085	40.49977083	Biota
Bothnian Sea	Sweden	Bothnian Sea off shore	Bothnian Sea off shore	61.25	19.5	SDX	Dioxins	0.002533842	0.0065	0.389821867	Biota
Northern Baltic Proper	Sweden	Bullandö Marina	Bullandö Marina	59.29833	18.65517	VDS	Imposex	0.472437186	0.1	4.724371862	Bio. Effects
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	HG	Metals	21.71504014	20	1.085752007	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	PB	Metals	15.14961872	26	0.582677643	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	PFOS	Perfluoranated compounds	11.89994645	162.89	0.073055107	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	HBCD	Organo-bromines	0.709562531	167	0.004248877	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	SCB6	Chlorobiphenyls	6.475895448	75	0.086345273	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	SBD6	Organo-bromines	0.342128947	0.0085	40.25046434	Biota
Western Gotland Basin	Sweden	Byxelkrok	Byxelkrok	57.31667	17.5	SDX	Dioxins	0.001869932	0.0065	0.287681879	Biota
Kattegat	Sweden	Danafjord	Danafjord	57.6675	11.68666667	CD	Metals	191.177	137.28	1.392606352	Biota
Kattegat	Sweden	Danafjord	Danafjord	57.6675	11.68666667	HG	Metals	22.785	20	1.13925	Biota
Kattegat	Sweden	Danafjord	Danafjord	57.6675	11.68666667	PB	Metals	79.422	185.9	0.427229693	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	SCB6	Chlorobiphenyls	5.302931281	75	0.07070575	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	HG	Metals	23.46547077	20	1.173273539	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	PB	Metals	7.330506171	26	0.281942545	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	HBCD	Organo-bromines	0.250736254	167	0.001501415	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	PFOS	Perfluoranated compounds	3.321592083	162.89	0.020391627	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	SBD6	Organo-bromines	0.198114479	0.0085	23.30758579	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	SDX	Dioxins	0.000587594	0.0065	0.090399038	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	SCB6	Chlorobiphenyls	41.32448547	75	0.55099314	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	HG	Metals	60.53283638	20	3.026641819	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	PB	Metals	5.770251775	26	0.221932761	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	HBCD	Organo-bromines	0.156420774	167	0.000936651	Biota
Kattegat	Sweden	E W FLADEN	E W FLADEN	57.23333	11.83333	SBD6	Organo-bromines	0.948814409	0.0085	111.6252246	Biota
Kattegat	Sweden	Gåsanabbe	Gåsanabbe	56.7985	12.60417	VDS	Imposex	0.133441334	0.3	0.444804446	Bio. Effects
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	SCB6	Chlorobiphenyls	5.709115756	75	0.076121543	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	HG	Metals	14.39194562	20	0.719597281	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	PB	Metals	8.69749768	26	0.334519142	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	HBCD	Organo-bromines	0.312899911	167	0.001873652	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	PFOS	Perfluoranated compounds	4.834261492	162.89	0.029678074	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	SBD6	Organo-bromines	0.461827006	0.0085	54.33258897	Biota
Bothnian Sea	Sweden	Gaviksfjärden	Gaviksfjärden	62.86667	18.25	SDX	Dioxins	0.001867394	0.0065	0.287291378	Biota
Western Gotland Basin	Sweden	GB11   Bråviken Pampusfj	GB11   Bråviken Pampusfj	58.62833333	16.30783333	HG	Metals	120	20	6	Biota
Kattegat	Sweden	Glommens fiskehamn	Glommens fiskehamn	56.92983	12.352	VDS	Imposex	0.890990639	0.3	2.969968798	Bio. Effects
Kattegat	Sweden	Göteborg 4	Göteborg 4	57.70078	11.61518	VDS	Imposex	0.638110746	0.3	2.127035821	Bio. Effects
Kattegat	Sweden	Göteborg 5	Göteborg 5	57.70127	11.70172	VDS	Imposex	0.378380203	0.3	1.261267343	Bio. Effects
Kattegat	Sweden	Göteborg 6	Göteborg 6	57.68797	11.76062	VDS	Imposex	0.532930575	0.3	1.776435248	Bio. Effects
Kattegat	Sweden	Göteborg 7	Göteborg 7	57.699	11.9155	VDS	Imposex	2.082069997	0.3	6.940233322	Bio. Effects
Eastern Gotland Basin	Sweden	Gotland SO	Gotland SO	56.88333	18.63333	SCB6	Chlorobiphenyls	10.65106976	75	0.142014263	Biota
Eastern Gotland Basin	Sweden	Gotland SO	Gotland SO	56.88333	18.63333	HG	Metals	36.43052319	20	1.821526159	Biota
Eastern Gotland Basin	Sweden	Gotland SO	Gotland SO	56.88333	18.63333	PB	Metals	1.019999658	26	0.039230756	Biota
Eastern Gotland Basin	Sweden	Gotland SO	Gotland SO	56.88333	18.63333	HBCD	Organo-bromines	0.995753232	167	0.005962594	Biota
Eastern Gotland Basin	Sweden	Gotland SO	Gotland SO	56.88333	18.63333	SBD6	Organo-bromines	0.652862755	0.0085	76.80738293	Biota
Bornholm Basin	Sweden	H2   Karakås	H2   Karakås	55.67483	14.27116667	CD	Metals	96.82	137.28	0.705273893	Biota
Bornholm Basin	Sweden	H2   Karakås	H2   Karakås	55.67483	14.27116667	HG	Metals	3.3464	20	0.16732	Biota
Bornholm Basin	Sweden	H2   Karakås	H2   Karakås	55.67483	14.27116667	PB	Metals	52.64	185.9	0.283162991	Biota
Bornholm Basin	Sweden	Hälleviks hamn	Hälleviks hamn	56.01217	14.699	VDS	Imposex	0.780618897	0.1	7.806188972	Bio. Effects
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	SCB6	Chlorobiphenyls	5.766407588	75	0.076885435	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	HG	Metals	35.77726235	20	1.788863117	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	PB	Metals	2.253489033	26	0.086672655	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	HBCD	Organo-bromines	0.558565141	167	0.003344701	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	PFOS	Perfluoranated compounds	8.804786174	162.89	0.054053571	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	SBD6	Organo-bromines	0.349667423	0.0085	41.13734387	Biota
Bothnian Bay	Sweden	Harufjärden	Harufjärden	65.58333	22.88333	SDX	Dioxins	0.002193071	0.0065	0.337395543	Biota
Bornholm Basin	Sweden	Hästholmen (Torhamn)	Hästholmen (Torhamn)	56.07665893	15.74999263	CD	Metals	90.64	137.28	0.66025641	Biota
Bornholm Basin	Sweden	Hästholmen (Torhamn)	Hästholmen (Torhamn)	56.07665893	15.74999263	HG	Metals	5.324	20	0.2662	Biota
Bornholm Basin	Sweden	Hästholmen (Torhamn)	Hästholmen (Torhamn)	56.07665893	15.74999263	PB	Metals	63.36	185.9	0.340828402	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	HBCD	Organo-bromines	0.201028527	167	0.001203764	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	SBD6	Organo-bromines	0.270039679	0.0085	31.769374	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	SCB6	Chlorobiphenyls	5.510209892	75	0.073469465	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	HG	Metals	26.41406803	20	1.320703402	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	PB	Metals	3.541173907	26	0.136198996	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	PFOS	Perfluoranated compounds	5.12206451	162.89	0.031444929	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	SDX	Dioxins	0.001239	0.0065	0.190615408	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	SCB6	Chlorobiphenyls	4.887690515	75	0.065169207	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	HG	Metals	56.48740433	20	2.824370216	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	PB	Metals	1.226654855	26	0.047179033	Biota
The Quark	Sweden	Holmöarna	Holmöarna	63.68	20.88	SDX	Dioxins	0.001430711	0.0065	0.22010939	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	HG	Metals	36.55738778	20	1.827869389	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	PB	Metals	7.880608889	26	0.303100342	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	PFOS	Perfluoranated compounds	9.003122916	162.89	0.055271182	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	HBCD	Organo-bromines	0.381159287	167	0.002282391	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	SCB6	Chlorobiphenyls	5.609336594	75	0.074791155	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	SBD6	Organo-bromines	0.509307709	0.0085	59.91855395	Biota
Bothnian Bay	Sweden	Kinnbäcksfjärden	Kinnbäcksfjärden	65.05667	21.475	SDX	Dioxins	0.002028388	0.0065	0.312059638	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	HBCD	Organo-bromines	0.145732238	167	0.000872648	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	SCB6	Chlorobiphenyls	4.875536836	75	0.065007158	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	HG	Metals	25.44666064	20	1.272333032	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	PB	Metals	17.97450193	26	0.691326997	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	PFOS	Perfluoranated compounds	1.85271025	162.89	0.011373996	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	SBD6	Organo-bromines	0.184928021	0.0085	21.7562378	Biota
Kattegat	Sweden	KULLEN	KULLEN	56.23333	12.37	SDX	Dioxins	0.000508715	0.0065	0.078263916	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	CD	Metals	400.2834328	137.28	2.915817547	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	HG	Metals	7.739793366	20	0.386989668	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	PB	Metals	195.1383173	185.9	1.049695091	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	BAP	PAH (parent)	0.21884853	5	0.043769706	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	FLU	PAH (parent)	0.570994924	30	0.019033164	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	HG	Metals	53.58306163	20	2.679153082	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	PB	Metals	1.84342895	26	0.070901113	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	SCB6	Chlorobiphenyls	4.998570579	75	0.066647608	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	SDX	Dioxins	0.001437025	0.0065	0.221080714	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	SCB6	Chlorobiphenyls	7.96533618	75	0.106204482	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	HG	Metals	62.46289352	20	3.123144676	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	PB	Metals	11.20948578	26	0.431134068	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	HBCD	Organo-bromines	0.224499443	167	0.001344308	Biota
Western Gotland Basin	Sweden	Kvädöfjärden	Kvädöfjärden	58.03333	16.76667	SBD6	Organo-bromines	0.308389364	0.0085	36.28110168	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	HBCD	Organo-bromines	0.206642907	167	0.001237383	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	SCB6	Chlorobiphenyls	15.45193508	75	0.206025801	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	HG	Metals	42.41344246	20	2.120672123	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	PB	Metals	12.72823816	26	0.489547622	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	PFOS	Perfluoranated compounds	20.7469465	162.89	0.127367834	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	SBD6	Organo-bromines	0.335079	0.0085	39.42105881	Biota
Northern Baltic Proper	Sweden	Lagnö	Lagnö	59.56667	18.83333	SDX	Dioxins	0.001866778	0.0065	0.28719665	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	SCB6	Chlorobiphenyls	4.387226602	75	0.058496355	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	HG	Metals	10.15280392	20	0.507640196	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	PB	Metals	9.697256779	26	0.372971415	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	HBCD	Organo-bromines	0.598171936	167	0.003581868	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	PFOS	Perfluoranated compounds	14.1716679	162.89	0.08700146	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	SBD6	Organo-bromines	0.301853843	0.0085	35.51221686	Biota
Western Gotland Basin	Sweden	Landsort	Landsort	58.7	18.06667	SDX	Dioxins	0.001582837	0.0065	0.243513391	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	HBCD	Organo-bromines	0.244289994	167	0.001462814	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	SCB6	Chlorobiphenyls	6.48748377	75	0.086499784	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	HG	Metals	18.06455321	20	0.90322766	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	PB	Metals	5.663928177	26	0.217843391	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	PFOS	Perfluoranated compounds	4.590600514	162.89	0.028182212	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	SBD6	Organo-bromines	0.281750904	0.0085	33.14716512	Biota
Bothnian Sea	Sweden	Långvindsfjärden	Långvindsfjärden	61.45	17.16667	SDX	Dioxins	0.001496923	0.0065	0.230295875	Biota
Northern Baltic Proper	Sweden	Lökaö naturhamn	Lökaö naturhamn	59.4045	18.95767	VDS	Imposex	0.211761155	0.1	2.117611547	Bio. Effects
Northern Baltic Proper	Sweden	N Baltic Proper off shore	N Baltic Proper off shore	58.75	20.5	HG	Metals	22.39929814	20	1.119964907	Biota
