region	country	station	stationName	latitude	longitude	determinand	detGroup	meanLY	HQS	Contamination ratio	Matrix
The Sound	Denmark	MCR230010	The sound Nivaa Bay	55.96817	12.566	PFOS	Perfluoranated compounds	4.117471907	162.89	0.025277622	Biota
Kattegat	Denmark	NORM-Als-Camp	Lillebælt Als	56.75	10.30167	CD	Metals	400.296	137.28	2.915909091	Biota
Kattegat	Denmark	NORM-Als-Camp	Lillebælt Als	56.75	10.30167	HG	Metals	78.0064	20	3.90032	Biota
Kattegat	Denmark	NORM-Als-Camp	Lillebælt Als	56.75	10.30167	PB	Metals	590.18	185.9	3.17471759	Biota
Kattegat	Denmark	NORM-Als-Camp	Lillebælt Als	56.75	10.30167	BAP	PAH (parent)	1.34	5	0.268	Biota
Kattegat	Denmark	NORM-Als-Camp	Lillebælt Als	56.75	10.30167	FLU	PAH (parent)	7.36	30	0.245333333	Biota
Kattegat	Denmark	NORM-Asaa	Kattegat coast	57.17667	10.455	CD	Metals	137.428	137.28	1.001078089	Biota
Kattegat	Denmark	NORM-Asaa	Kattegat coast	57.17667	10.455	HG	Metals	27.047	20	1.35235	Biota
Kattegat	Denmark	NORM-Asaa	Kattegat coast	57.17667	10.455	PB	Metals	160.82	185.9	0.865088757	Biota
Kattegat	Denmark	NORM-Asaa	Kattegat coast	57.17667	10.455	BAP	PAH (parent)	0.98	5	0.196	Biota
Kattegat	Denmark	NORM-Asaa	Kattegat coast	57.17667	10.455	FLU	PAH (parent)	4.98	30	0.166	Biota
Kattegat	Denmark	NORM-Damsted	Ålbæk Bugt Damsted	57.707	10.5585	BAP	PAH (parent)	3.14	5	0.628	Biota
Kattegat	Denmark	NORM-Damsted	Ålbæk Bugt Damsted	57.707	10.5585	FLU	PAH (parent)	7.66	30	0.255333333	Biota
Kattegat	Denmark	NORM-DokkedalM	Langerak Dokkedal	56.90607	10.27073	CD	Metals	114.6472785	137.28	0.835134605	Biota
Kattegat	Denmark	NORM-DokkedalM	Langerak Dokkedal	56.90607	10.27073	HG	Metals	14.18875137	20	0.709437568	Biota
Kattegat	Denmark	NORM-DokkedalM	Langerak Dokkedal	56.90607	10.27073	PB	Metals	207.4749172	185.9	1.116056575	Biota
Kattegat	Denmark	NORM-DokkedalM	Langerak Dokkedal	56.90607	10.27073	BAP	PAH (parent)	0.71080539	5	0.142161078	Biota
Kattegat	Denmark	NORM-DokkedalM	Langerak Dokkedal	56.90607	10.27073	FLU	PAH (parent)	3.201062306	30	0.106702077	Biota
Kattegat	Denmark	NORM-Hadsundoest	Mariager fjord	56.71683	10.12733	CD	Metals	55.8	137.28	0.406468531	Biota
Kattegat	Denmark	NORM-Hadsundoest	Mariager fjord	56.71683	10.12733	HG	Metals	11.34	20	0.567	Biota
Kattegat	Denmark	NORM-Hadsundoest	Mariager fjord	56.71683	10.12733	PB	Metals	126	185.9	0.677783755	Biota
Kattegat	Denmark	NORM-Hadsundoest	Mariager fjord	56.71683	10.12733	BAP	PAH (parent)	0.94	5	0.188	Biota
Kattegat	Denmark	NORM-Hadsundoest	Mariager fjord	56.71683	10.12733	FLU	PAH (parent)	10.25	30	0.341666667	Biota
Kattegat	Denmark	NORM-HobroLyst	Hobro Fjord	56.64267	9.817	CD	Metals	63.388	137.28	0.461742424	Biota
Kattegat	Denmark	NORM-HobroLyst	Hobro Fjord	56.64267	9.817	HG	Metals	13.9178	20	0.69589	Biota
Kattegat	Denmark	NORM-HobroLyst	Hobro Fjord	56.64267	9.817	PB	Metals	110.24	185.9	0.593006993	Biota
Kattegat	Denmark	NORM-HobroLyst	Hobro Fjord	56.64267	9.817	BAP	PAH (parent)	0.5	5	0.1	Biota
Kattegat	Denmark	NORM-HobroLyst	Hobro Fjord	56.64267	9.817	FLU	PAH (parent)	5.3	30	0.176666667	Biota
Kattegat	Denmark	NORM-kattegatV	Western Kattegat	56.86667	10.51633	CD	Metals	190.7569906	137.28	1.389546843	Biota
Kattegat	Denmark	NORM-kattegatV	Western Kattegat	56.86667	10.51633	HG	Metals	9.667525913	20	0.483376296	Biota
Kattegat	Denmark	NORM-kattegatV	Western Kattegat	56.86667	10.51633	PB	Metals	137.9066293	185.9	0.741832325	Biota
Kattegat	Denmark	NORM-kattegatV	Western Kattegat	56.86667	10.51633	BAP	PAH (parent)	0.6	5	0.12	Biota
Kattegat	Denmark	NORM-kattegatV	Western Kattegat	56.86667	10.51633	FLU	PAH (parent)	3.746998799	30	0.12489996	Biota
Kattegat	Denmark	NORM-Letholt	Kattegat Letholt	57.37833	10.5155	CD	Metals	159.724	137.28	1.163490676	Biota
Kattegat	Denmark	NORM-Letholt	Kattegat Letholt	57.37833	10.5155	HG	Metals	14.6596	20	0.73298	Biota
Kattegat	Denmark	NORM-Letholt	Kattegat Letholt	57.37833	10.5155	PB	Metals	153.16	185.9	0.823883808	Biota
Kattegat	Denmark	NORM-Letholt	Kattegat Letholt	57.37833	10.5155	BAP	PAH (parent)	0.73	5	0.146	Biota
Kattegat	Denmark	NORM-Letholt	Kattegat Letholt	57.37833	10.5155	FLU	PAH (parent)	3.54	30	0.118	Biota
Kattegat	Denmark	NORM-Oernedal	Hobro Fjord	56.6375	9.84683	CD	Metals	78.678	137.28	0.573120629	Biota
Kattegat	Denmark	NORM-Oernedal	Hobro Fjord	56.6375	9.84683	HG	Metals	19.5426	20	0.97713	Biota
Kattegat	Denmark	NORM-Oernedal	Hobro Fjord	56.6375	9.84683	PB	Metals	88.83	185.9	0.477837547	Biota
Kattegat	Denmark	NORM-Oernedal	Hobro Fjord	56.6375	9.84683	BAP	PAH (parent)	0.6	5	0.12	Biota
Kattegat	Denmark	NORM-Oernedal	Hobro Fjord	56.6375	9.84683	FLU	PAH (parent)	2.9	30	0.096666667	Biota
Kattegat	Denmark	NORM-Palmestrn	Frederikshavn	57.4605	10.54233	CD	Metals	170.328	137.28	1.240734266	Biota
Kattegat	Denmark	NORM-Palmestrn	Frederikshavn	57.4605	10.54233	HG	Metals	14.6772	20	0.73386	Biota
Kattegat	Denmark	NORM-Palmestrn	Frederikshavn	57.4605	10.54233	PB	Metals	308.04	185.9	1.657019903	Biota
Kattegat	Denmark	NORM-Palmestrn	Frederikshavn	57.4605	10.54233	BAP	PAH (parent)	1.29	5	0.258	Biota
Kattegat	Denmark	NORM-Palmestrn	Frederikshavn	57.4605	10.54233	FLU	PAH (parent)	4.28	30	0.142666667	Biota
Kattegat	Denmark	NORM-Rugholm	Kattegat Strandby	57.50433	10.49	CD	Metals	139.875	137.28	1.018902972	Biota
Kattegat	Denmark	NORM-Rugholm	Kattegat Strandby	57.50433	10.49	HG	Metals	12.4955	20	0.624775	Biota
Kattegat	Denmark	NORM-Rugholm	Kattegat Strandby	57.50433	10.49	PB	Metals	186.5	185.9	1.003227542	Biota
Kattegat	Denmark	NORM-Rugholm	Kattegat Strandby	57.50433	10.49	BAP	PAH (parent)	1.77	5	0.354	Biota
Kattegat	Denmark	NORM-Rugholm	Kattegat Strandby	57.50433	10.49	FLU	PAH (parent)	3.66	30	0.122	Biota
Kattegat	Denmark	NORM-Saeby-syd	Kattegat Sæby	57.32467	10.52783	CD	Metals	53.418	137.28	0.389117133	Biota
Kattegat	Denmark	NORM-Saeby-syd	Kattegat Sæby	57.32467	10.52783	HG	Metals	18.6042	20	0.93021	Biota
Kattegat	Denmark	NORM-Saeby-syd	Kattegat Sæby	57.32467	10.52783	PB	Metals	257.88	185.9	1.387197418	Biota
Kattegat	Denmark	NORM-Saeby-syd	Kattegat Sæby	57.32467	10.52783	BAP	PAH (parent)	0.76	5	0.152	Biota
Kattegat	Denmark	NORM-Saeby-syd	Kattegat Sæby	57.32467	10.52783	FLU	PAH (parent)	4.44	30	0.148	Biota
Kattegat	Denmark	NORM-SkagenFyr	Kattegat Skagen Fyr	57.73518	10.63145	CD	Metals	151.0380259	137.28	1.10021872	Biota
Kattegat	Denmark	NORM-SkagenFyr	Kattegat Skagen Fyr	57.73518	10.63145	HG	Metals	22.54502563	20	1.127251282	Biota
Kattegat	Denmark	NORM-SkagenFyr	Kattegat Skagen Fyr	57.73518	10.63145	PB	Metals	220.2000817	185.9	1.18450824	Biota
Kattegat	Denmark	NORM-SkagenFyr	Kattegat Skagen Fyr	57.73518	10.63145	BAP	PAH (parent)	1.926836786	5	0.385367357	Biota
Kattegat	Denmark	NORM-SkagenFyr	Kattegat Skagen Fyr	57.73518	10.63145	FLU	PAH (parent)	9.316651759	30	0.310555059	Biota
Kattegat	Denmark	NORM-Stokken	Læsø V	57.263	10.866	CD	Metals	96.824	137.28	0.70530303	Biota
Kattegat	Denmark	NORM-Stokken	Læsø V	57.263	10.866	HG	Metals	23.6474	20	1.18237	Biota
Kattegat	Denmark	NORM-Stokken	Læsø V	57.263	10.866	PB	Metals	260.68	185.9	1.402259279	Biota
Kattegat	Denmark	NORM-Stokken	Læsø V	57.263	10.866	BAP	PAH (parent)	0.5	5	0.1	Biota
Kattegat	Denmark	NORM-Stokken	Læsø V	57.263	10.866	FLU	PAH (parent)	4.56	30	0.152	Biota
Kattegat	Denmark	NORS-3skelbaek	Hobro Fjord skælbæk	56.709	10.24067	CD	Metals	145.945	137.28	1.063119172	Biota
Kattegat	Denmark	NORS-3skelbaek	Hobro Fjord skælbæk	56.709	10.24067	HG	Metals	12.7058	20	0.63529	Biota
Kattegat	Denmark	NORS-3skelbaek	Hobro Fjord skælbæk	56.709	10.24067	PB	Metals	154.53	185.9	0.831253362	Biota
Kattegat	Denmark	NORS-3skelbaek	Hobro Fjord skælbæk	56.709	10.24067	BAP	PAH (parent)	1	5	0.2	Biota
Kattegat	Denmark	NORS-3skelbaek	Hobro Fjord skælbæk	56.709	10.24067	FLU	PAH (parent)	4	30	0.133333333	Biota
Kattegat	Denmark	NSJ220012	Isefjord	55.80608	11.68833	CD	Metals	169.07	137.28	1.231570513	Biota
Kattegat	Denmark	NSJ220012	Isefjord	55.80608	11.68833	HG	Metals	15.95	20	0.7975	Biota
Kattegat	Denmark	NSJ220012	Isefjord	55.80608	11.68833	PB	Metals	111.65	185.9	0.600591716	Biota
Kattegat	Denmark	NSJ220012	Isefjord	55.80608	11.68833	BAP	PAH (parent)	0.5	5	0.1	Biota
Kattegat	Denmark	NSJ220012	Isefjord	55.80608	11.68833	FLU	PAH (parent)	1.17	30	0.039	Biota
Kattegat	Denmark	NSJ220013	Isefjord	55.69717	11.835	CD	Metals	187.56	137.28	1.366258741	Biota
Kattegat	Denmark	NSJ220013	Isefjord	55.69717	11.835	HG	Metals	15.7863	20	0.789315	Biota
Kattegat	Denmark	NSJ220013	Isefjord	55.69717	11.835	PB	Metals	125.04	185.9	0.672619688	Biota
Kattegat	Denmark	NSJ220013	Isefjord	55.69717	11.835	BAP	PAH (parent)	0.5	5	0.1	Biota
Kattegat	Denmark	NSJ220013	Isefjord	55.69717	11.835	FLU	PAH (parent)	1.34	30	0.044666667	Biota
Kattegat	Denmark	NSJ220014	Isefjord Nykøbing Bugt	55.91117	11.6885	CD	Metals	274.536	137.28	1.999825175	Biota
Kattegat	Denmark	NSJ220014	Isefjord Nykøbing Bugt	55.91117	11.6885	HG	Metals	34.317	20	1.71585	Biota
Kattegat	Denmark	NSJ220014	Isefjord Nykøbing Bugt	55.91117	11.6885	PB	Metals	127.1	185.9	0.683700914	Biota
Kattegat	Denmark	NSJ220014	Isefjord Nykøbing Bugt	55.91117	11.6885	BAP	PAH (parent)	0.5	5	0.1	Biota
Kattegat	Denmark	NSJ220014	Isefjord Nykøbing Bugt	55.91117	11.6885	FLU	PAH (parent)	1.11	30	0.037	Biota
The Sound	Denmark	NSJ230011	The Sound Tårbæk Rev	55.80283	12.59417	CD	Metals	255.792	137.28	1.863286713	Biota
The Sound	Denmark	NSJ230011	The Sound Tårbæk Rev	55.80283	12.59417	HG	Metals	38.4564	20	1.92282	Biota
The Sound	Denmark	NSJ230011	The Sound Tårbæk Rev	55.80283	12.59417	PB	Metals	280.32	185.9	1.507907477	Biota
The Sound	Denmark	NSJ230011	The Sound Tårbæk Rev	55.80283	12.59417	BAP	PAH (parent)	0.56	5	0.112	Biota
The Sound	Denmark	NSJ230011	The Sound Tårbæk Rev	55.80283	12.59417	FLU	PAH (parent)	0.87	30	0.029	Biota
Arkona Basin	Denmark	NSJ240022	Køge Bugt Amager	55.51962	12.66237	CD	Metals	344.81	137.28	2.511727855	Biota
Arkona Basin	Denmark	NSJ240022	Køge Bugt Amager	55.51962	12.66237	HG	Metals	42.4473	20	2.122365	Biota
Arkona Basin	Denmark	NSJ240022	Køge Bugt Amager	55.51962	12.66237	PB	Metals	321.03	185.9	1.726896181	Biota
Arkona Basin	Denmark	NSJ240022	Køge Bugt Amager	55.51962	12.66237	BAP	PAH (parent)	0.79	5	0.158	Biota
Arkona Basin	Denmark	NSJ240022	Køge Bugt Amager	55.51962	12.66237	FLU	PAH (parent)	1.66	30	0.055333333	Biota
Kattegat	Denmark	ROS 60	Roskilde Bredning	55.70783	12.06667	PB	Metals	153.7966656	185.9	0.827308583	Biota
Kattegat	Denmark	ROS 60	Roskilde Bredning	55.70783	12.06667	BAP	PAH (parent)	0.771623955	5	0.154324791	Biota
Kattegat	Denmark	ROS 60	Roskilde Bredning	55.70783	12.06667	FLU	PAH (parent)	1.605606411	30	0.053520214	Biota
Arkona Basin	Denmark	ROS KogeBug	Køge Bugt	55.54317	12.35867	CD	Metals	407.41	137.28	2.967730186	Biota
Arkona Basin	Denmark	ROS KogeBug	Køge Bugt	55.54317	12.35867	HG	Metals	16.375	20	0.81875	Biota
Arkona Basin	Denmark	ROS KogeBug	Køge Bugt	55.54317	12.35867	PB	Metals	262	185.9	1.409359871	Biota
Arkona Basin	Denmark	ROS KogeBug	Køge Bugt	55.54317	12.35867	BAP	PAH (parent)	0.5	5	0.1	Biota
Arkona Basin	Denmark	ROS KogeBug	Køge Bugt	55.54317	12.35867	FLU	PAH (parent)	4.2	30	0.14	Biota
Great Belt	Denmark	ROS ME6	Kalundborg Fjord Kongstrup	55.72083	10.98367	CD	Metals	162.442	137.28	1.183289627	Biota
Great Belt	Denmark	ROS ME6	Kalundborg Fjord Kongstrup	55.72083	10.98367	HG	Metals	15.848	20	0.7924	Biota
Great Belt	Denmark	ROS ME6	Kalundborg Fjord Kongstrup	55.72083	10.98367	PB	Metals	158.48	185.9	0.852501345	Biota
Great Belt	Denmark	ROS ME6	Kalundborg Fjord Kongstrup	55.72083	10.98367	BAP	PAH (parent)	0.58	5	0.116	Biota
Great Belt	Denmark	ROS ME6	Kalundborg Fjord Kongstrup	55.72083	10.98367	FLU	PAH (parent)	2.93	30	0.097666667	Biota
Great Belt	Denmark	ROS MF41004	Kalundborg Fjord Røsnæs	55.73117	10.873	CD	Metals	147.291	137.28	1.072923951	Biota
Great Belt	Denmark	ROS MF41004	Kalundborg Fjord Røsnæs	55.73117	10.873	HG	Metals	15.0677	20	0.753385	Biota
Great Belt	Denmark	ROS MF41004	Kalundborg Fjord Røsnæs	55.73117	10.873	PB	Metals	135.44	185.9	0.728563744	Biota
Great Belt	Denmark	ROS MF41004	Kalundborg Fjord Røsnæs	55.73117	10.873	BAP	PAH (parent)	0.53	5	0.106	Biota
Great Belt	Denmark	ROS MF41004	Kalundborg Fjord Røsnæs	55.73117	10.873	FLU	PAH (parent)	2.77	30	0.092333333	Biota
Arkona Basin	Denmark	ROS1727	Køge Bugt	55.48933	12.42067	CD	Metals	221.191193	137.28	1.611241207	Biota
Arkona Basin	Denmark	ROS1727	Køge Bugt	55.48933	12.42067	HG	Metals	32.55978654	20	1.627989327	Biota
Arkona Basin	Denmark	ROS1727	Køge Bugt	55.48933	12.42067	PB	Metals	363.5158082	185.9	1.955437376	Biota
Arkona Basin	Denmark	ROS1727	Køge Bugt	55.48933	12.42067	BAP	PAH (parent)	0.860235247	5	0.172047049	Biota
Arkona Basin	Denmark	ROS1727	Køge Bugt	55.48933	12.42067	FLU	PAH (parent)	3.62072301	30	0.120690767	Biota
Arkona Basin	Denmark	ROSRensnKogeBugt	Baltic Sea Køge bugt	55.48967	12.2205	CD	Metals	407.52	137.28	2.968531469	Biota
Arkona Basin	Denmark	ROSRensnKogeBugt	Baltic Sea Køge bugt	55.48967	12.2205	HG	Metals	17.712	20	0.8856	Biota
Arkona Basin	Denmark	ROSRensnKogeBugt	Baltic Sea Køge bugt	55.48967	12.2205	PB	Metals	331.2	185.9	1.781603012	Biota
Arkona Basin	Denmark	ROSRensnKogeBugt	Baltic Sea Køge bugt	55.48967	12.2205	BAP	PAH (parent)	0.6	5	0.12	Biota
Arkona Basin	Denmark	ROSRensnKogeBugt	Baltic Sea Køge bugt	55.48967	12.2205	FLU	PAH (parent)	5.5	30	0.183333333	Biota
The Sound	Denmark	ROSVedbak	The Sound Dyrehaven	55.80283	12.59417	CD	Metals	478.8	137.28	3.487762238	Biota
The Sound	Denmark	ROSVedbak	The Sound Dyrehaven	55.80283	12.59417	HG	Metals	33.72	20	1.686	Biota
The Sound	Denmark	ROSVedbak	The Sound Dyrehaven	55.80283	12.59417	PB	Metals	312	185.9	1.678321678	Biota
The Sound	Denmark	ROSVedbak	The Sound Dyrehaven	55.80283	12.59417	BAP	PAH (parent)	0.5	5	0.1	Biota
The Sound	Denmark	ROSVedbak	The Sound Dyrehaven	55.80283	12.59417	FLU	PAH (parent)	3.5	30	0.116666667	Biota
Great Belt	Denmark	SJY AABF5020	Aabenrå Fjord	55.04883	9.5125	CD	Metals	118.35	137.28	0.862106643	Biota
Great Belt	Denmark	SJY AABF5020	Aabenrå Fjord	55.04883	9.5125	HG	Metals	6.049	20	0.30245	Biota
Great Belt	Denmark	SJY AABF5020	Aabenrå Fjord	55.04883	9.5125	PB	Metals	52.6	185.9	0.282947821	Biota
Great Belt	Denmark	SJY AABF5020	Aabenrå Fjord	55.04883	9.5125	BAP	PAH (parent)	0.4	5	0.08	Biota
Great Belt	Denmark	SJY AABF5020	Aabenrå Fjord	55.04883	9.5125	FLU	PAH (parent)	5.5	30	0.183333333	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	HBCD	Organo-bromines	0.366220763	167	0.002192939	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	SBD6	Organo-bromines	1.031442059	0.0085	121.3461246	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	SCB6	Chlorobiphenyls	104.793136	75	1.397241814	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	SDX	Dioxins	0.005212915	0.0065	0.801986914	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	PB	Metals	42.08032337	26	1.618473976	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	PFOS	Perfluoranated compounds	7.397008503	162.89	0.045411066	Biota
Great Belt	Denmark	SJY FFML5012	Flensborg Fjord Nybol Nor	54.92217	9.64067	HG	Metals	38.52919148	20	1.926459574	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	HBCD	Organo-bromines	0.288119455	167	0.001725266	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	SBD6	Organo-bromines	0.584957139	0.0085	68.818487	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	SCB6	Chlorobiphenyls	110.1336519	75	1.468448692	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	SDX	Dioxins	0.004998509	0.0065	0.769001332	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	HG	Metals	34.14227294	20	1.707113647	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	PB	Metals	39.13715087	26	1.505275034	Biota
Great Belt	Denmark	SJY FFML5014	Flensborg Fjord Nybol Nor	54.92267	9.61517	PFOS	Perfluoranated compounds	7.99697748	162.89	0.049094343	Biota
Great Belt	Denmark	SJY HADF5010	Hadsund Fjord	55.25717	9.58033	CD	Metals	80.883	137.28	0.589182692	Biota
Great Belt	Denmark	SJY HADF5010	Hadsund Fjord	55.25717	9.58033	HG	Metals	13.167	20	0.65835	Biota
Great Belt	Denmark	SJY HADF5010	Hadsund Fjord	55.25717	9.58033	PB	Metals	112.86	185.9	0.607100592	Biota
Great Belt	Denmark	SJY HADF5010	Hadsund Fjord	55.25717	9.58033	BAP	PAH (parent)	0.4	5	0.08	Biota
Great Belt	Denmark	SJY HADF5010	Hadsund Fjord	55.25717	9.58033	FLU	PAH (parent)	2.7	30	0.09	Biota
Great Belt	Denmark	SJYALSS5001	Lillebælt Als Sund	54.92517	9.769	CD	Metals	173.5415694	137.28	1.264143134	Biota
Great Belt	Denmark	SJYALSS5001	Lillebælt Als Sund	54.92517	9.769	HG	Metals	8.167227314	20	0.408361366	Biota
Great Belt	Denmark	SJYALSS5001	Lillebælt Als Sund	54.92517	9.769	PB	Metals	97.61703745	185.9	0.525105097	Biota
Great Belt	Denmark	SJYALSS5001	Lillebælt Als Sund	54.92517	9.769	BAP	PAH (parent)	0.744983221	5	0.148996644	Biota
Great Belt	Denmark	SJYALSS5001	Lillebælt Als Sund	54.92517	9.769	FLU	PAH (parent)	7.319836064	30	0.243994535	Biota
Great Belt	Denmark	SJYAUGF5011	Augustenborg Fjord	54.95333	9.83333	CD	Metals	239.355	137.28	1.743553322	Biota
Great Belt	Denmark	SJYAUGF5011	Augustenborg Fjord	54.95333	9.83333	HG	Metals	15.6024	20	0.78012	Biota
Great Belt	Denmark	SJYAUGF5011	Augustenborg Fjord	54.95333	9.83333	PB	Metals	106.38	185.9	0.572243141	Biota
Great Belt	Denmark	SJYAUGF5011	Augustenborg Fjord	54.95333	9.83333	BAP	PAH (parent)	0.5	5	0.1	Biota
Great Belt	Denmark	SJYAUGF5011	Augustenborg Fjord	54.95333	9.83333	FLU	PAH (parent)	4.6	30	0.153333333	Biota
Great Belt	Denmark	SJYFFIN5001	Fehrmarnbelt Flensborg Fjord	54.83367	9.437	CD	Metals	209.6413051	137.28	1.527107409	Biota
Great Belt	Denmark	SJYFFIN5001	Fehrmarnbelt Flensborg Fjord	54.83367	9.437	HG	Metals	14.03765857	20	0.701882928	Biota
Great Belt	Denmark	SJYFFIN5001	Fehrmarnbelt Flensborg Fjord	54.83367	9.437	PB	Metals	125.8237175	185.9	0.676835489	Biota
Great Belt	Denmark	SJYFFIN5001	Fehrmarnbelt Flensborg Fjord	54.83367	9.437	BAP	PAH (parent)	0.428544898	5	0.08570898	Biota
Great Belt	Denmark	SJYFFIN5001	Fehrmarnbelt Flensborg Fjord	54.83367	9.437	FLU	PAH (parent)	2.927223202	30	0.097574107	Biota
Great Belt	Denmark	SJYFFML5015	Flensborg Fjord Nybol Nor	54.92833	9.62583	CD	Metals	206.4	137.28	1.503496503	Biota
Great Belt	Denmark	SJYFFML5015	Flensborg Fjord Nybol Nor	54.92833	9.62583	HG	Metals	13.28	20	0.664	Biota
Great Belt	Denmark	SJYFFML5015	Flensborg Fjord Nybol Nor	54.92833	9.62583	PB	Metals	160	185.9	0.860677784	Biota
Great Belt	Denmark	SJYFFML5015	Flensborg Fjord Nybol Nor	54.92833	9.62583	BAP	PAH (parent)	0.6	5	0.12	Biota
Great Belt	Denmark	SJYFFML5015	Flensborg Fjord Nybol Nor	54.92833	9.62583	FLU	PAH (parent)	2.8	30	0.093333333	Biota
Great Belt	Denmark	SJYFFSB5006	Flensborg Fjord	54.85667	9.64333	CD	Metals	118.176	137.28	0.860839161	Biota
Great Belt	Denmark	SJYFFSB5006	Flensborg Fjord	54.85667	9.64333	HG	Metals	4.924	20	0.2462	Biota
Great Belt	Denmark	SJYFFSB5006	Flensborg Fjord	54.85667	9.64333	PB	Metals	123.1	185.9	0.66218397	Biota
Great Belt	Denmark	SJYFFSB5006	Flensborg Fjord	54.85667	9.64333	BAP	PAH (parent)	0.5	5	0.1	Biota
Great Belt	Denmark	SJYFFSB5006	Flensborg Fjord	54.85667	9.64333	FLU	PAH (parent)	9.8	30	0.326666667	Biota
Great Belt	Denmark	SJYLBBR5007	North Sea	55.37517	9.62767	CD	Metals	169.903	137.28	1.237638403	Biota
Great Belt	Denmark	SJYLBBR5007	North Sea	55.37517	9.62767	HG	Metals	12.9222	20	0.64611	Biota
Great Belt	Denmark	SJYLBBR5007	North Sea	55.37517	9.62767	PB	Metals	95.72	185.9	0.514900484	Biota
Great Belt	Denmark	SJYLBBR5007	North Sea	55.37517	9.62767	BAP	PAH (parent)	0.9	5	0.18	Biota
Great Belt	Denmark	SJYLBBR5007	North Sea	55.37517	9.62767	FLU	PAH (parent)	4.8	30	0.16	Biota
Great Belt	Denmark	SJYLBHN5003	Hejlsminde Nor	55.37267	9.57633	CD	Metals	69.819	137.28	0.508588287	Biota
Great Belt	Denmark	SJYLBHN5003	Hejlsminde Nor	55.37267	9.57633	HG	Metals	18.87	20	0.9435	Biota
Great Belt	Denmark	SJYLBHN5003	Hejlsminde Nor	55.37267	9.57633	PB	Metals	75.48	185.9	0.406024744	Biota
Great Belt	Denmark	SJYLBHN5003	Hejlsminde Nor	55.37267	9.57633	BAP	PAH (parent)	1.62	5	0.324	Biota
Great Belt	Denmark	SJYLBHN5003	Hejlsminde Nor	55.37267	9.57633	FLU	PAH (parent)	7.61	30	0.253666667	Biota
Great Belt	Denmark	SJYLBME5004	Little Belt Als Nordborg	55.084	9.753	CD	Metals	163.655	137.28	1.192125583	Biota
Great Belt	Denmark	SJYLBME5004	Little Belt Als Nordborg	55.084	9.753	HG	Metals	14.0605	20	0.703025	Biota
Great Belt	Denmark	SJYLBME5004	Little Belt Als Nordborg	55.084	9.753	PB	Metals	69.15	185.9	0.37197418	Biota
Great Belt	Denmark	SJYLBME5004	Little Belt Als Nordborg	55.084	9.753	BAP	PAH (parent)	0.4	5	0.08	Biota
Great Belt	Denmark	SJYLBME5004	Little Belt Als Nordborg	55.084	9.753	FLU	PAH (parent)	4.3	30	0.143333333	Biota
Great Belt	Denmark	SJYLBML5007	Little Belt Genner Bay	55.12667	9.635	CD	Metals	212.03	137.28	1.544507576	Biota
Great Belt	Denmark	SJYLBML5007	Little Belt Genner Bay	55.12667	9.635	HG	Metals	6.99	20	0.3495	Biota
Great Belt	Denmark	SJYLBML5007	Little Belt Genner Bay	55.12667	9.635	PB	Metals	139.8	185.9	0.752017214	Biota
Great Belt	Denmark	SJYLBSY5001	Little Belt Als	55.00633	9.96917	CD	Metals	449.7550037	137.28	3.276187382	Biota
Great Belt	Denmark	SJYLBSY5001	Little Belt Als	55.00633	9.96917	HG	Metals	12.13963207	20	0.606981603	Biota
Great Belt	Denmark	SJYLBSY5001	Little Belt Als	55.00633	9.96917	PB	Metals	118.4712422	185.9	0.637284788	Biota
Great Belt	Denmark	SJYLBSY5001	Little Belt Als	55.00633	9.96917	BAP	PAH (parent)	0.325444455	5	0.065088891	Biota
Great Belt	Denmark	SJYLBSY5001	Little Belt Als	55.00633	9.96917	FLU	PAH (parent)	2.362912661	30	0.078763755	Biota
Great Belt	Denmark	STO0101400	Smålandsfarvandet Knudshoved Odde	55.0412	11.7855	HBCD	Organo-bromines	0.357199813	167	0.002138921	Biota
Great Belt	Denmark	STO0101400	Smålandsfarvandet Knudshoved Odde	55.0412	11.7855	SBD6	Organo-bromines	0.485022895	0.0085	57.06151709	Biota
Great Belt	Denmark	STO0101400	Smålandsfarvandet Knudshoved Odde	55.0412	11.7855	SCB6	Chlorobiphenyls	21.57272727	75	0.287636364	Biota
