"AU_scale";"AU";"Area_km2";"Substance";"Matrix";"Threshold";"Status";"CR";"ConfThresh";"CountStations";"CountData";"ConfSpatial";"ConfMethod";"ConfTemp"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;13.15789474;8.223684211;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;111.8421053;4.660087719;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;1.557188585;0.677038515;"H";11;11;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;73.4812958;0.612344132;"M";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;6.818181818;4.261363636;"H";11;11;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;38.18181818;1.590909091;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;2.542710928;1.10552649;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;74.16837374;0.618069781;"M";10;10;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;81.18556701;3.382731959;"H";11;11;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;5.154639175;3.221649485;"H";11;11;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;0.620158437;0.269634103;"H";11;11;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;16.74582949;0.139548579;"M";10;10;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;6.481481481;0.270061728;"H";11;11;"H";"H";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;9.259259259;5.787037037;"H";11;11;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;0.314559418;0.136764964;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;9.355699272;0.077964161;"M";10;10;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;20;12.5;"H";11;11;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;19;0.791666667;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;0.926960712;0.403026396;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;19.60044477;0.16333704;"M";10;10;"H";"L";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;7.299270073;4.562043796;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;36.773071;1.532211292;"H";11;11;"H";"H";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;0.555664361;0.2415932;"H";11;11;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;79.04004368;0.658667031;"M";10;10;"H";"M";"L"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;2.804487179;1.752804487;"H";11;11;"H";"L";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;18.66987179;0.777911325;"H";11;11;"H";"L";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"CD";"Sediment";2.3;0.776021348;0.337400586;"H";11;11;"H";"H";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"PB";"Sediment";120;82.92393357;0.69103278;"M";10;10;"H";"M";"H"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"TBTIN";"Sediment";1.6;3.910614525;2.444134078;"H";11;11;"H";"M";"M"
3;"Arkona Basin Danish Coastal waters";1737.33448584;"ANT";"Sediment";24;17.41154562;0.725481068;"H";11;11;"H";"M";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"Biota";137.28;261.1989008;1.902672646;"M";1;1;"M";"H";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"HG";"Biota";20;9.757274363;0.487863718;"H";1;2;"M";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"Biota";185.9;161.2439022;0.867369027;"M";1;1;"M";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"BAP";"Biota";5;0.224843879;0.044968776;"H";1;1;"M";"L";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"FLU";"Biota";30;0.798542316;0.026618077;"H";1;1;"M";"H";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"SCB6";"Biota";75;17.34232915;0.231231055;"L";1;1;"M";"H";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"HG";"Biota";20;78.38620967;3.919310483;"H";1;2;"M";"M";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"TBTIN";"Sediment";1.6;33.95938323;21.22461452;"H";2;2;"M";"M";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"TBTIN";"Sediment";1.6;57.55771297;35.97357061;"H";2;2;"M";"H";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"Sediment";2.3;1.833054524;0.796980228;"H";1;1;"M";"M";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"Sediment";120;70.12247487;0.584353957;"M";1;1;"M";"M";"L"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"Water";0.2;0.044;0.22;"H";2;2;"M";"M";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"Water";1.3;0.038;0.029230769;"H";2;2;"M";"L";"H"
3;"Arkona Basin German Coastal waters";1996.90010738;"CD";"Water";0.2;0.092;0.46;"H";2;2;"M";"M";"M"
3;"Arkona Basin German Coastal waters";1996.90010738;"PB";"Water";1.3;0.304335341;0.234104109;"H";2;2;"M";"H";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Biota";137.28;233.588921;1.701550998;"M";2;2;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"Biota";20;13.13480811;0.656740405;"H";2;3;"H";"H";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Biota";185.9;239.9757988;1.290886492;"M";2;2;"H";"M";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"BAP";"Biota";5;0.677891997;0.135578399;"H";2;2;"H";"M";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"FLU";"Biota";30;1.631455792;0.05438186;"H";2;2;"H";"H";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Biota";137.28;198.5414716;1.446251978;"M";2;2;"H";"M";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"Biota";20;13.0209689;0.651048445;"H";2;3;"H";"L";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Biota";185.9;190.2232874;1.023255984;"M";2;2;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"BAP";"Biota";5;0.265527599;0.05310552;"H";2;2;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"FLU";"Biota";30;1.169905478;0.038996849;"H";2;2;"H";"H";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"SCB6";"Biota";75;32.64789915;0.435305322;"L";1;1;"M";"H";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"HG";"Biota";20;189.8816902;9.49408451;"H";2;3;"H";"L";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"TBTIN";"Sediment";1.6;2227.405067;1392.128167;"H";3;3;"H";"M";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Sediment";2.3;1.069781022;0.465122183;"H";2;2;"H";"M";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Sediment";120;49.26277372;0.410523114;"M";2;2;"H";"H";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"TBTIN";"Sediment";1.6;412.9498935;258.0936835;"H";3;3;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"TBTIN";"Sediment";1.6;66.62647912;41.64154945;"H";3;3;"H";"L";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Sediment";2.3;1.693241861;0.736192114;"H";2;2;"H";"L";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Sediment";120;44.72703473;0.372725289;"M";2;2;"H";"M";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Water";0.2;0.073105452;0.365527262;"H";2;2;"H";"L";"L"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Water";1.3;0.172685367;0.132834898;"H";2;2;"H";"H";"M"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"CD";"Water";0.2;0.073105452;0.365527262;"H";2;2;"H";"M";"H"
3;"Mecklenburg Bight German Coastal waters";840.420645819;"PB";"Water";1.3;0.067466271;0.051897132;"H";2;2;"H";"L";"M"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"CD";"Biota";137.28;170.316;1.240646853;"M";1;1;"H";"M";"L"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"HG";"Biota";20;21.2148;1.06074;"H";1;1;"H";"L";"H"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"PB";"Biota";185.9;149.4;0.803657881;"M";1;1;"H";"M";"M"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"BAP";"Biota";5;0.7;0.14;"H";1;1;"H";"L";"H"
3;"Mecklenburg Bight Danish Coastal waters";302.615336326;"FLU";"Biota";30;5.8;0.193333333;"H";1;1;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Biota";137.28;152;1.107226107;"M";3;3;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"Biota";20;1340;67;"H";3;3;"H";"M";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Biota";185.9;90;0.484131253;"M";3;3;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Biota";137.28;153.5974417;1.118862483;"M";3;3;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"Biota";20;14.14417628;0.707208814;"H";3;3;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Biota";185.9;155.6373532;0.837210077;"M";3;3;"H";"M";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Biota";137.28;192.106574;1.399377724;"M";3;3;"H";"M";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"HG";"Biota";20;18.01072348;0.900536174;"H";3;3;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Biota";185.9;223.7749576;1.203738341;"M";3;3;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;1.538461538;0.961538462;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;13.53846154;0.564102564;"H";7;7;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;519.4059406;324.6287129;"H";7;7;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;2475.247525;103.1353135;"H";7;7;"H";"L";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;166.3636364;103.9772727;"H";7;7;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;160.4278075;6.684491979;"H";7;7;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;147.7403246;92.33770287;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;99.87515605;4.161464836;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;54.98591549;34.36619718;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;56.33802817;2.34741784;"H";7;7;"H";"L";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;345.4311454;215.8944659;"H";7;7;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;25.74002574;1.072501073;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"TBTIN";"Sediment";1.6;742.6086957;464.1304348;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"ANT";"Sediment";24;26.08695652;1.086956522;"H";7;7;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Water";0.2;0.02;0.1;"H";4;4;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Water";1.3;0.2;0.153846154;"H";4;4;"H";"L";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"PFOS";"Water";0.13;0.17;1.307692308;NA;2;2;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Water";0.2;0.01570975;0.078548748;"H";4;4;"H";"H";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Water";1.3;0.166118628;0.12778356;"H";4;4;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"PFOS";"Water";0.13;0.16;1.230769231;NA;2;2;"H";"H";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Water";0.2;0.02;0.1;"H";4;4;"H";"L";"L"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Water";1.3;0.2;0.153846154;"H";4;4;"H";"M";"H"
3;"Kiel Bight German Coastal waters";677.306066603;"CD";"Water";0.2;0.016508084;0.082540419;"H";4;4;"H";"H";"M"
3;"Kiel Bight German Coastal waters";677.306066603;"PB";"Water";1.3;0.201035526;0.154642712;"H";4;4;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HBCD";"Biota";167;0.456790123;0.00273527;"H";6;7;"M";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"SBD6";"Biota";0.0085;0.808641975;95.13435004;"H";5;6;"M";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"SCB6";"Biota";75;140.8641975;1.8781893;"L";6;7;"M";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"SDX";"Biota";0.0065;0.008669672;1.333795726;"H";5;6;"M";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";26;89.75299438;3.452038245;"M";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PFOS";"Biota";162.89;5.582920383;0.034274175;"H";7;7;"M";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;43.166;2.1583;"H";66;67;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;204.9596689;1.493004581;"M";59;59;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;10.29723977;0.514861988;"H";66;67;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;79.13863603;0.425705412;"M";66;66;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.436246341;0.087249268;"H";56;56;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;2.915167405;0.097172247;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;258.98;1.886509324;"M";59;59;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;7.6568;0.38284;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;207.5;1.116191501;"M";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;1.2;0.24;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;3;0.1;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;313.69;2.285037879;"M";59;59;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;10.621;0.53105;"H";66;67;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;98.8;0.531468531;"M";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.5;0.1;"H";56;56;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;9.9;0.33;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;201.11;1.464962121;"M";59;59;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;16.796;0.8398;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;110.5;0.594405594;"M";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.3;0.06;"H";56;56;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;1.9;0.063333333;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;262.062;1.90895979;"M";59;59;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;15.0021;0.750105;"H";66;67;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;94.95;0.510758472;"M";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.97;0.194;"H";56;56;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;1.81;0.060333333;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;157.221;1.145257867;"M";59;59;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;10.6755;0.533775;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;97.05;0.522054868;"M";66;66;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.6;0.12;"H";56;56;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;1.91;0.063666667;"H";56;56;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;161.37;1.175480769;"M";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;24.776;1.2388;"H";66;67;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;130.4;0.701452394;"M";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.3;0.06;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;1.7;0.056666667;"H";56;56;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;152.24;1.108974359;"M";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;14.186;0.7093;"H";66;67;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;224.9;1.20979021;"M";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.5;0.1;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;5.9;0.196666667;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;135.8081924;0.989278791;"M";59;59;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;15.13691454;0.756845727;"H";66;67;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.513014863;0.102602973;"H";56;56;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;4.681352686;0.15604509;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;94.29872197;0.507255094;"M";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;93.884;0.683886946;"M";59;59;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;11.6876;0.58438;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;76.64;0.412264658;"M";66;66;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.5;0.1;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;4.22;0.140666667;"H";56;56;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;92.28174251;4.614087125;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PFOS";"Biota";162.89;1.34;0.00822641;"H";7;7;"M";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";26;40;1.538461538;"M";66;66;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"VDS";"Bio. Effects";0.3;0.025;0.083333333;"M";2;4;"M";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"VDS";"Bio. Effects";2;2.817;1.4085;"M";2;4;"M";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"VDS";"Bio. Effects";0.3;0.073;0.243333333;"M";2;4;"M";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"VDS";"Bio. Effects";2;4;2;"M";2;4;"M";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;168.63;1.228365385;"M";59;59;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;3.465;0.17325;"H";66;67;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;46.2;0.24852071;"M";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;191.864;1.397610723;"M";59;59;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;9.2624;0.46312;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;82.7;0.444862829;"M";66;66;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;1.4;0.28;"H";56;56;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;4.2;0.14;"H";56;56;"H";"L";"M"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;1.541;0.011225233;"M";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;0.138;0.0069;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;1.38;0.007423346;"M";66;66;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.6;0.12;"H";56;56;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;7;0.233333333;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;2.232;0.016258741;"M";59;59;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;0.3612;0.01806;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;1.44;0.0077461;"M";66;66;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;1.4;0.28;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;3.1;0.103333333;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;2.363;0.017212995;"M";59;59;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;0.3434;0.01717;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;1.7;0.009144701;"M";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.4;0.08;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;4.8;0.16;"H";56;56;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;2.352;0.017132867;"M";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;0.0952;0.00476;"H";66;67;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;1.12;0.006024744;"M";66;66;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.5;0.1;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;2;0.066666667;"H";56;56;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;133.7207704;0.974073211;"M";59;59;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;17.72915377;0.886457688;"H";66;67;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;68.48231837;0.368382562;"M";66;66;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;1.011125217;0.202225043;"H";56;56;"H";"M";"M"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;2.321501138;0.077383371;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;53;2.65;"H";66;67;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;149.76;1.090909091;"M";59;59;"H";"H";"M"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;21.9648;1.09824;"H";66;67;"H";"M";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;232.96;1.253146853;"M";66;66;"H";"H";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.4;0.08;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;4.9;0.163333333;"H";56;56;"H";"H";"L"
3;"Belts Danish Coastal waters";8602.73712277;"CD";"Biota";137.28;146.816;1.069463869;"M";59;59;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"HG";"Biota";20;9.4054;0.47027;"H";66;67;"H";"L";"L"
3;"Belts Danish Coastal waters";8602.73712277;"PB";"Biota";185.9;22.94;0.123399677;"M";66;66;"H";"M";"H"
3;"Belts Danish Coastal waters";8602.73712277;"BAP";"Biota";5;0.5;0.1;"H";56;56;"H";"L";"H"
3;"Belts Danish Coastal waters";8602.73712277;"FLU";"Biota";30;2.79;0.093;"H";56;56;"H";"L";"L"
